Headlines,Fecha,traduccion
Bruselas abre un expediente a España por sus trabas a la opa de BBVA sobre Sabadell,2025-07-17,Brussels opens a file to Spain because of its obstacles to BBVA’s opa about Sabadell
"La Primera de Expansión sobre BBVA, Sabadell, impuestos, El Corte Inglés, Montoro, Samsung y Meta",2025-07-17,"The First Expansion on BBVA, Sabadell, Taxes, El Corte Inglés, Montoro, Samsung and Meta"
Bestinver sale de Bankinter y reduce su inversión en CaixaBank,2025-07-17,Bestinver leaves Bankinter and reduces its investment in CaixaBank
BBVA puede tener el control de Sabadell con el 30% de su capital,2025-07-17,BBVA can have control of Sabadell with 30% of its capital
Barclays cree que BBVA haría atractiva la opa por Sabadell con 2.000 millones,2025-07-17,Barclays believes BBVA would make the Opa attractive for Sabadell with 2 billion
CaixaBank suple el grueso del FLA extraordinario valenciano: da un crédito de 1.616 millones,2025-07-15,"CaixaBank supplements the bulk of the extraordinary Valencian FLA: it gives a credit of 1,616 million"
BBVA confía en que los aranceles de Trump no afecten a sus resultados,2025-07-15,BBVA trusts that Trump’s tariffs will not affect its results
El BCE debe autorizar el dividendo extraordinario que quiere repartir el consejo de Sabadell,2025-07-13,The ECB must authorize the extraordinary dividend that wants to distribute Sabadell’s council
Santander y BBVA aportan 1.700 millones de beneficio a sus socios,2025-07-13,Santander and BBVA contribute 1.7 billion profits to their partners
Los bancos aprovechan la bonanza para cargarse de deuda con más riesgo,2025-07-13,Banks take advantage of the bonanza to charge more risky debt
"Santander, BBVA, CaixaBank y Sabadell pagan más por los depósitos que en 2023",2025-07-12,"Santander, BBVA, CaixaBank and Sabadell pay more for deposits than in 2023"
Santander ganó a Barclays en la puja por TSB por 58 millones,2025-07-12,Santander won Barclays in the bid for TSB for 58 million
Diez valores para triunfar en Bolsa este verano,2025-07-12,Ten Values to Win in Stock this Summer
Veranos que cambiaron la economía y el mundo financiero,2025-07-12,Summers that changed the economy and the financial world
"El Ibex, en vilo por los aranceles, salda la semana con un alza del 0,3%",2025-07-11,"The Ibex, in terms of tariffs, settles the week with an increase of 0.3%"
"Alicia Soler: ""Queremos que los clientes de Caixa Popular sigan viniendo a las oficinas""",2025-07-11,"Alicia Soler: ""We want customers of Caixa Popular to keep coming to the offices"""
"Opa de BBVA sobre Sabadell | Los números son lo relevante, no el relato",2025-07-11,"BBVA opa about Sabadell  Numbers are relevant, not the story"
Pedro Sánchez lucha por su vida política,2025-07-10,Pedro Sánchez fights for his political life
"Escrivá: ""La opa de BBVA está durando ya demasiado tiempo""",2025-07-10,"Escrivá: ""The BBVA Opa is already going on for too long"""
Bruselas abrirá a España un procedimiento de infracción por trabar la opa de BBVA,2025-07-10,Brussels will open infringement proceedings to Spain for blocking BBVA’s opa
Sabadell afronta más presión para crecer en España tras la venta de TSB,2025-07-09,Sabadell faces more pressure to grow in Spain after the sale of TSB
"BBVA es el gran banco español que mejor resistiría un ataque de Trump; Sabadell, el que peor",2025-07-09,"BBVA is the great Spanish bank that would best resist a Trump attack; Sabadell, the worst"
"El Ibex, rezagado, se limita a consolidar los 14.000 puntos a la espera de los aranceles",2025-07-08,"Ibex, lagging behind, only consolidates the 14,000 points awaiting tariffs"
BBVA prevé unas sinergias de unos 300 millones con la operación con Sabadell,2025-07-08,BBVA anticipates synergies of about 300 million with the operation with Sabadell
"La Primera de Expansión sobre BBVA, Sabadell, Ryanair, Vueling, Iberia y Bruselas",2025-07-08,"The First Expansion on BBVA, Sabadell, Ryanair, Vueling, Iberia and Brussels"
Hitos clave para la opa de BBVA por Sabadell,2025-07-08,Key milestones for BBVA opa by Sabadell
"Zurich alcanza el 4,2% de Sabadell",2025-07-08,Zurich reaches 4.2% of Sabadell
Bankinter analiza hacer adquisiciones para crecer en la Unión Europea,2025-07-07,Bankinter analyzes making acquisitions to grow in the European Union
La CNMV espera recibir esta semana el folleto de la opa de BBVA sobre Sabadell,2025-07-07,The CNMV expects to receive this week the brochure of BBVA’s opa about Sabadell
"La Primera de Expansión sobre Iberdrola, Endesa, inversión hotelera, mercados alternativos y BBVA",2025-07-07,"The First Expansion on Iberdrola, Endesa, hotel investment, alternative markets and BBVA"
BBVA aviva el crédito al capital riesgo para ganar rentabilidad en la recta final de la opa,2025-07-07,BBVA boosts venture capital credit to gain profitability in the final stretch of the opa
Sabadell asume que no puede ser internacional,2025-07-07,Sabadell assumes that it cannot be international
"De Sabadell a Endesa, Nabisco, Suez y Twitter: lecciones de 5 defensas ante opas hostiles",2025-07-07,"From Sabadell to Endesa, Nabisco, Suez and Twitter: lessons from 5 defenses to hostile opas"
PIB Group ficha en Sabadell y compra otras cuatro corredurías,2025-07-07,GDP Group chips in Sabadell and buys four other brokerage companies
BBVA puede rebajar hasta el 30% el umbral de aceptación de la opa,2025-07-05,BBVA can reduce the acceptance threshold for the Opa to 30%
"BlackRock sube al 7,15% en BBVA y al 6,74% en Sabadell",2025-07-05,BlackRock rises to 7.15% in BBVA and 6.74% in Sabadell
Las claves de la opa para los accionistas de Sabadell y BBVA,2025-07-05,The keys to the opa for the shareholders of Sabadell and BBVA
Sabadell dependerá de su propia solvencia para financiarse con o sin opa,2025-07-05,Sabadell will depend on its own solvency to finance itself with or without an opa
"JP Morgan aflora un 1,4% de Sabadell en plena opa de BBVA",2025-07-04,JP Morgan comes out 1.4% of Sabadell in the middle of BBVA
"Sabadell justifica la venta de TSB por su ""extraordinaria"" valoración y el posible impulso a su cotización",2025-07-04,"Sabadell justifies the sale of TSB for its ""extraordinary"" valuation and the possible boost to its quote"
El papel de BlackRock en la recta final de la opa,2025-07-04,The role of BlackRock in the final line of the opa
Opa BBVA-Sabadell: Diez respuestas clave para el accionista,2025-07-04,Opa BBVA-Sabadell: Ten key responses for the shareholder
BBVA Allianz prevé aumentar su plantilla un 26% en 2025,2025-07-04,BBVA Allianz expects to increase its workforce by 26% by 2025
Llega 'Directivos en Verano',2025-07-04,'Summer Directions' Arrives
TSB vive su momento bajo el sol español,2025-07-03,TSB lives its time under the Spanish sun
"La Primera de Expansión sobre Abu Dabi y Naturgy, Sabadell, BBVA y Bruselas",2025-07-03,"The First Expansion on Abu Dhabi and Naturgy, Sabadell, BBVA and Brussels"
Sabadell dispara la rentabilidad por dividendo al 26%,2025-07-03,Sabadell shoots profitability by dividend at 26%
La CNMV y las dudas sobre el decreto de opas,2025-07-03,The CNMV and doubts about the opas decree
Por qué Santander dedica 3.000 millones a comprar hipotecas británicas,2025-07-03,Why Santander Spends 3 billion to Buy British Mortgages
Santander se cruza en el camino de BBVA,2025-07-03,Santander crosses on the way to BBVA
BlackRock apuesta por España como mercado favorito en Europa,2025-07-02,BlackRock is betting on Spain as Europe’s favorite market
Sabadell da otro acelerón en el Ibex y sube un 5% por su macrodividendo,2025-07-02,Sabadell gives another acceleration in the Ibex and rises 5% by its macrodividend
Sabadell dice que la venta de TSB aumenta el valor del banco y encarece la opa de BBVA,2025-07-02,Sabadell says the sale of TSB increases the bank's value and increases BBVA's opa
BBVA mide al milímetro el mensaje que enviará al mercado sobre la opa,2025-07-02,BBVA measures to the millimeter the message it will send to the market on the opa
"BBVA rehace el folleto de la opa sobre Sabadell, que arrancará a final de julio",2025-07-02,"BBVA remakes the opa brochure on Sabadell, which will start at the end of July"
Las ocho bazas de BBVA para librar la batalla por Sabadell,2025-07-02,BBVA's eight assets to fight the battle for Sabadell
Santander busca sinergias de más del 50% con TSB y apuesta por Reino Unido,2025-07-02,Santander seeks synergies of more than 50% with TSB and is committed to the UK
Creand AM ve potencial en la Bolsa española y en los bancos,2025-07-02,Creand AM sees potential in the Spanish Stock Exchange and banks
"El Ibex cierra plano, a la espera de novedades en materia comercial",2025-07-01,"The Ibex closes flat, waiting for new developments in commercial matters"
Sabadell acelera en el Ibex al seguir adelante la opa de BBVA,2025-07-01,Sabadell accelerates in the Ibex by moving forward with BBVA’s opa
"La Primera de Expansión sobre BBVA apuesta por la opa sobre Sabadell, BCE e inmobiliario",2025-07-01,"The First Expansion on BBVA bets on the opa on Sabadell, ECB and real estate"
Sabadell aspira con TSB a la segunda mayor venta de un banco británico en 10 años,2025-07-01,Sabadell aspires with TSB to the second-largest sale of a British bank in 10 years
Los argumentos del mercado para que BBVA siga adelante con la opa,2025-07-01,Market arguments for BBVA to move forward with the opa
"El Ibex sube un 20,67% en su mejor primer semestre desde 1998 con 30 valores al alza",2025-07-01,The Ibex rises 20.67% in its best first semester since 1998 with 30 values up
BBVA no tira la toalla y mantiene la oferta de compra,2025-06-30,BBVA does not throw in the towel and maintains the purchase offer
BBVA mantiene la opa sobre Sabadell a pesar de las condiciones del Gobierno,2025-06-30,BBVA maintains the opa on Sabadell despite government conditions
El Ibex cierra el semestre como la mejor Bolsa del mundo,2025-06-30,The Ibex closes the semester as the best stock market in the world
Santander ofrece a Sabadell 2.690 millones por TSB,2025-06-30,"Santander offers Sabadell 2,690 million for TSB"
"La Primera de Expansión sobre Redeia, registro turístico, Sucesiones, BBVA, Sabadell y lluvia de dividendos",2025-06-30,"The First Expansion on Redeia, tourist registration, successions, BBVA, Sabadell and dividend rain"
El M&A en España se desploma un 37% en 2025 por el 'efecto Trump',2025-06-30,M&A in Spain plummets 37% in 2025 by the 'Trump Effect'
"La opa sobre Sabadell, pendiente de BBVA para que entre en su fase final",2025-06-30,"The opa about Sabadell, pending BBVA to enter its final phase"
BBVA se encarama al primer puesto de la banca europea por rentabilidad,2025-06-30,BBVA faces first place in European banking for profitability
BBVA decide a principios de esta semana si sigue adelante con la opa sobre Sabadell,2025-06-29,BBVA decides earlier this week if it goes ahead with the Sabadell opa
Cuerpo aboga por un sector financiero con entidades medianas y de proximidad,2025-06-29,Corps advocates for a financial sector with medium and proximity entities
"Barclays y Santander, finalistas en la puja final por TSB",2025-06-28,"Barclays and Santander, finalists in the final bid for TSB"
Qué pueden hacer los accionistas de BBVA y Sabadell en plena opa,2025-06-28,What BBVA and Sabadell Shareholders Can Do in Full Opa · Global Voices
BBVA tiene 2.000 millones para subir la opa tras las condiciones del Gobierno,2025-06-28,BBVA has 2 billion to raise its bid after government conditions
Así afectan las exigencias del Gobierno al valor de las sinergias de la opa de BBVA,2025-06-28,This affects the government’s demands on the value of BBVA’s synergies
Los analistas ven difícil que BBVA mejore la oferta,2025-06-28,Analysts find it difficult for BBVA to improve supply
"El Ibex recupera los 13.900 puntos tras subir un 0,86% en la semana",2025-06-27,"Ibex recovers 13,900 points after increasing 0.86% per week"
"Santander y Barclays, los principales interesados en comprar TSB",2025-06-27,"Santander and Barclays, the main ones interested in buying TSB"
BlackRock da el mayor salto del año en el capital de Sabadell,2025-06-27,BlackRock makes the biggest jump of the year in Sabadell's capital
"La Primera de Expansión sobre BBVA, Sabadell, TBS, Meliá y Acciona",2025-06-27,"The First Expansion on BBVA, Sabadell, TBS, Meliá and Acciona"
La venta de TSB marcará los tiempos de la decisión de Carlos Torres,2025-06-27,The sale of TSB will mark the times of Carlos Torres’ decision
BBVA se enfrenta a su segundo desafío al mercado,2025-06-27,BBVA faces its second market challenge
Hoy acaba el plazo para presentar ofertas vinculantes por TSB,2025-06-27,Today is the deadline for filing binding offers by TSB
"IA, la palanca que transforma y revoluciona el sector bancario",2025-06-27,"AI, the lever that transforms and revolutionizes the banking sector"
BBVA ahorraría 1.000 millones en indemnizaciones si no hay fusión,2025-06-27,BBVA would save $1 billion in compensation if there is no merger
El Ibex cierra plano con el euro en máximos desde septiembre de 2021,2025-06-26,The Ibex closes flat with the euro in maximums since September 2021
